Date,Centre_Name,Commodity_Name,Price
21-04-09,AIZWAL,Rice,NA
21-04-09,KOHIMA,Rice,NA
21-04-09,AGARTALA,Rice,NA
21-04-09,BENGALURU,Rice,NA
21-04-09,T.PURAM,Rice,NA
21-04-09,CHENNAI,Rice,NA
21-04-09,HYDERABAD,Rice,NA
22-04-09,CHANDIGARH,Rice,NA
22-04-09,DELHI,Rice,1600
22-04-09,SHIMLA,Rice,NA
22-04-09,SRINAGAR,Rice,NA
22-04-09,JAMMU,Rice,NA
22-04-09,AMRITSAR,Rice,NA
22-04-09,LUDHIANA,Rice,NA
22-04-09,LUCKNOW,Rice,NA
22-04-09,DEHRADUN,Rice,NA
22-04-09,RAIPUR,Rice,NA
22-04-09,AHMEDABAD,Rice,NA
22-04-09,BHOPAL,Rice,NA
22-04-09,MUMBAI,Rice,NA
22-04-09,JAIPUR,Rice,NA
22-04-09,PATNA,Rice,NA
22-04-09,RANCHI,Rice,NA
22-04-09,BHUBANESHWAR,Rice,NA
22-04-09,KOLKATA,Rice,NA
22-04-09,GUWAHATI,Rice,NA
22-04-09,SHILLONG,Rice,1400
22-04-09,AIZWAL,Rice,NA
22-04-09,KOHIMA,Rice,NA
22-04-09,AGARTALA,Rice,NA
22-04-09,BENGALURU,Rice,NA
22-04-09,T.PURAM,Rice,NA
22-04-09,CHENNAI,Rice,NA
22-04-09,HYDERABAD,Rice,NA
23-04-09,CHANDIGARH,Rice,NA
23-04-09,DELHI,Rice,1600
23-04-09,SHIMLA,Rice,NA
23-04-09,SRINAGAR,Rice,NA
23-04-09,JAMMU,Rice,NA
23-04-09,AMRITSAR,Rice,NA
23-04-09,LUDHIANA,Rice,NA
23-04-09,LUCKNOW,Rice,1600
23-04-09,DEHRADUN,Rice,NA
23-04-09,RAIPUR,Rice,NA
23-04-09,AHMEDABAD,Rice,NA
23-04-09,BHOPAL,Rice,NA
23-04-09,MUMBAI,Rice,NA
23-04-09,JAIPUR,Rice,1500
23-04-09,PATNA,Rice,NA
23-04-09,RANCHI,Rice,NA
23-04-09,BHUBANESHWAR,Rice,NA
23-04-09,KOLKATA,Rice,NA
23-04-09,GUWAHATI,Rice,NA
23-04-09,SHILLONG,Rice,NA
23-04-09,AIZWAL,Rice,NA
23-04-09,KOHIMA,Rice,NA
23-04-09,AGARTALA,Rice,NA
23-04-09,BENGALURU,Rice,NA
23-04-09,T.PURAM,Rice,NA
23-04-09,CHENNAI,Rice,NA
23-04-09,HYDERABAD,Rice,NA
24-04-09,CHANDIGARH,Rice,NA
24-04-09,DELHI,Rice,1600
24-04-09,SHIMLA,Rice,NA
24-04-09,SRINAGAR,Rice,NA
24-04-09,JAMMU,Rice,NA
24-04-09,AMRITSAR,Rice,NA
24-04-09,LUDHIANA,Rice,NA
24-04-09,LUCKNOW,Rice,NA
24-04-09,DEHRADUN,Rice,NA
24-04-09,RAIPUR,Rice,NA
24-04-09,AHMEDABAD,Rice,NA
24-04-09,BHOPAL,Rice,NA
24-04-09,MUMBAI,Rice,NA
24-04-09,JAIPUR,Rice,1500
24-04-09,PATNA,Rice,1100
24-04-09,RANCHI,Rice,NA
24-04-09,BHUBANESHWAR,Rice,NA
24-04-09,KOLKATA,Rice,NA
24-04-09,GUWAHATI,Rice,NA
24-04-09,SHILLONG,Rice,NA
24-04-09,AIZWAL,Rice,NA
24-04-09,KOHIMA,Rice,NA
24-04-09,AGARTALA,Rice,NA
24-04-09,BENGALURU,Rice,NA
24-04-09,T.PURAM,Rice,NA
24-04-09,CHENNAI,Rice,NA
24-04-09,HYDERABAD,Rice,NA
27-04-09,CHANDIGARH,Rice,NA
27-04-09,DELHI,Rice,1600
27-04-09,SHIMLA,Rice,NA
27-04-09,SRINAGAR,Rice,NA
27-04-09,JAMMU,Rice,NA
27-04-09,AMRITSAR,Rice,NA
27-04-09,LUDHIANA,Rice,NA
27-04-09,LUCKNOW,Rice,NA
27-04-09,DEHRADUN,Rice,NA
27-04-09,RAIPUR,Rice,NA
27-04-09,AHMEDABAD,Rice,NA
27-04-09,BHOPAL,Rice,NA
27-04-09,MUMBAI,Rice,NA
27-04-09,JAIPUR,Rice,NA
27-04-09,PATNA,Rice,NA
27-04-09,RANCHI,Rice,NA
27-04-09,BHUBANESHWAR,Rice,NA
27-04-09,KOLKATA,Rice,NA
27-04-09,GUWAHATI,Rice,NA
27-04-09,SHILLONG,Rice,NA
27-04-09,AIZWAL,Rice,NA
27-04-09,KOHIMA,Rice,NA
27-04-09,AGARTALA,Rice,NA
27-04-09,BENGALURU,Rice,NA
27-04-09,T.PURAM,Rice,NA
27-04-09,CHENNAI,Rice,NA
27-04-09,HYDERABAD,Rice,NA
28-04-09,CHANDIGARH,Rice,NA
28-04-09,DELHI,Rice,1600
28-04-09,SHIMLA,Rice,NA
28-04-09,SRINAGAR,Rice,NA
28-04-09,JAMMU,Rice,NA
28-04-09,AMRITSAR,Rice,NA
28-04-09,LUDHIANA,Rice,NA
28-04-09,LUCKNOW,Rice,NA
28-04-09,DEHRADUN,Rice,NA
28-04-09,RAIPUR,Rice,NA
28-04-09,AHMEDABAD,Rice,NA
28-04-09,BHOPAL,Rice,NA
28-04-09,MUMBAI,Rice,NA
28-04-09,JAIPUR,Rice,NA
28-04-09,PATNA,Rice,NA
28-04-09,RANCHI,Rice,NA
28-04-09,BHUBANESHWAR,Rice,1350
28-04-09,KOLKATA,Rice,NA
28-04-09,GUWAHATI,Rice,NA
28-04-09,SHILLONG,Rice,NA
28-04-09,AIZWAL,Rice,NA
28-04-09,KOHIMA,Rice,NA
28-04-09,AGARTALA,Rice,NA
28-04-09,BENGALURU,Rice,1600
28-04-09,T.PURAM,Rice,NA
28-04-09,CHENNAI,Rice,NA
28-04-09,HYDERABAD,Rice,NA
29-04-09,CHANDIGARH,Rice,NA
29-04-09,DELHI,Rice,1550
29-04-09,SHIMLA,Rice,NA
29-04-09,SRINAGAR,Rice,NA
29-04-09,JAMMU,Rice,NA
29-04-09,AMRITSAR,Rice,NA
29-04-09,LUDHIANA,Rice,NA
29-04-09,LUCKNOW,Rice,NA
29-04-09,DEHRADUN,Rice,NA
29-04-09,RAIPUR,Rice,NA
29-04-09,AHMEDABAD,Rice,NA
29-04-09,BHOPAL,Rice,NA
29-04-09,MUMBAI,Rice,NA
29-04-09,JAIPUR,Rice,NA
29-04-09,PATNA,Rice,NA
29-04-09,RANCHI,Rice,NA
29-04-09,BHUBANESHWAR,Rice,NA
29-04-09,KOLKATA,Rice,NA
29-04-09,GUWAHATI,Rice,NA
29-04-09,SHILLONG,Rice,NA
29-04-09,AIZWAL,Rice,NA
29-04-09,KOHIMA,Rice,NA
29-04-09,AGARTALA,Rice,NA
29-04-09,BENGALURU,Rice,NA
29-04-09,T.PURAM,Rice,NA
29-04-09,CHENNAI,Rice,NA
29-04-09,HYDERABAD,Rice,NA
30-04-09,CHANDIGARH,Rice,NA
30-04-09,DELHI,Rice,1550
30-04-09,SHIMLA,Rice,NA
30-04-09,SRINAGAR,Rice,NA
30-04-09,JAMMU,Rice,NA
30-04-09,AMRITSAR,Rice,NA
30-04-09,LUDHIANA,Rice,NA
30-04-09,LUCKNOW,Rice,NA
30-04-09,DEHRADUN,Rice,NA
30-04-09,RAIPUR,Rice,NA
30-04-09,AHMEDABAD,Rice,NA
30-04-09,BHOPAL,Rice,NA
30-04-09,MUMBAI,Rice,NA
30-04-09,JAIPUR,Rice,NA
30-04-09,PATNA,Rice,NA
30-04-09,RANCHI,Rice,NA
30-04-09,BHUBANESHWAR,Rice,1400
30-04-09,KOLKATA,Rice,NA
30-04-09,GUWAHATI,Rice,NA
30-04-09,SHILLONG,Rice,NA
30-04-09,AIZWAL,Rice,NA
30-04-09,KOHIMA,Rice,NA
30-04-09,AGARTALA,Rice,NA
30-04-09,BENGALURU,Rice,1600
30-04-09,T.PURAM,Rice,NA
30-04-09,CHENNAI,Rice,NA
30-04-09,HYDERABAD,Rice,NA
01-05-09,CHANDIGARH,Rice,NA
01-05-09,DELHI,Rice,1550
01-05-09,SHIMLA,Rice,NA
01-05-09,SRINAGAR,Rice,NA
01-05-09,JAMMU,Rice,1900
01-05-09,AMRITSAR,Rice,NA
01-05-09,LUDHIANA,Rice,NA
01-05-09,LUCKNOW,Rice,NA
01-05-09,DEHRADUN,Rice,NA
01-05-09,RAIPUR,Rice,NA
01-05-09,AHMEDABAD,Rice,NA
01-05-09,BHOPAL,Rice,NA
01-05-09,MUMBAI,Rice,NA
01-05-09,JAIPUR,Rice,NA
01-05-09,PATNA,Rice,NA
01-05-09,RANCHI,Rice,NA
01-05-09,BHUBANESHWAR,Rice,1400
01-05-09,KOLKATA,Rice,NA
01-05-09,GUWAHATI,Rice,NA
01-05-09,SHILLONG,Rice,NA
01-05-09,AIZWAL,Rice,NA
01-05-09,KOHIMA,Rice,NA
01-05-09,AGARTALA,Rice,NA
01-05-09,BENGALURU,Rice,NA
01-05-09,T.PURAM,Rice,NA
01-05-09,CHENNAI,Rice,NA
01-05-09,HYDERABAD,Rice,NA
04-05-09,CHANDIGARH,Rice,NA
04-05-09,DELHI,Rice,1550
04-05-09,SHIMLA,Rice,NA
04-05-09,SRINAGAR,Rice,NA
04-05-09,JAMMU,Rice,NA
04-05-09,AMRITSAR,Rice,NA
04-05-09,LUDHIANA,Rice,NA
04-05-09,LUCKNOW,Rice,1600
04-05-09,DEHRADUN,Rice,NA
04-05-09,RAIPUR,Rice,NA
04-05-09,AHMEDABAD,Rice,NA
04-05-09,BHOPAL,Rice,NA
04-05-09,MUMBAI,Rice,NA
04-05-09,JAIPUR,Rice,NA
04-05-09,PATNA,Rice,NA
04-05-09,RANCHI,Rice,NA
04-05-09,BHUBANESHWAR,Rice,1400
04-05-09,KOLKATA,Rice,NA
04-05-09,GUWAHATI,Rice,1300
04-05-09,SHILLONG,Rice,NA
04-05-09,AIZWAL,Rice,NA
04-05-09,KOHIMA,Rice,NA
04-05-09,AGARTALA,Rice,1325
04-05-09,BENGALURU,Rice,NA
04-05-09,T.PURAM,Rice,NA
04-05-09,CHENNAI,Rice,NA
04-05-09,HYDERABAD,Rice,NA
05-05-09,CHANDIGARH,Rice,NA
05-05-09,DELHI,Rice,1550
05-05-09,SHIMLA,Rice,NA
05-05-09,SRINAGAR,Rice,NA
05-05-09,JAMMU,Rice,NA
05-05-09,AMRITSAR,Rice,1580
05-05-09,LUDHIANA,Rice,1600
05-05-09,LUCKNOW,Rice,NA
05-05-09,DEHRADUN,Rice,NA
05-05-09,RAIPUR,Rice,NA
05-05-09,AHMEDABAD,Rice,NA
05-05-09,BHOPAL,Rice,NA
05-05-09,MUMBAI,Rice,NA
05-05-09,JAIPUR,Rice,NA
05-05-09,PATNA,Rice,NA
05-05-09,RANCHI,Rice,NA
05-05-09,BHUBANESHWAR,Rice,NA
05-05-09,KOLKATA,Rice,NA
05-05-09,GUWAHATI,Rice,NA
05-05-09,SHILLONG,Rice,NA
05-05-09,AIZWAL,Rice,NA
05-05-09,KOHIMA,Rice,NA
05-05-09,AGARTALA,Rice,NA
05-05-09,BENGALURU,Rice,1600
05-05-09,T.PURAM,Rice,NA
05-05-09,CHENNAI,Rice,NA
05-05-09,HYDERABAD,Rice,NA
06-05-09,CHANDIGARH,Rice,NA
06-05-09,DELHI,Rice,1550
06-05-09,SHIMLA,Rice,NA
06-05-09,SRINAGAR,Rice,NA
06-05-09,JAMMU,Rice,NA
06-05-09,AMRITSAR,Rice,NA
06-05-09,LUDHIANA,Rice,NA
06-05-09,LUCKNOW,Rice,NA
06-05-09,DEHRADUN,Rice,1300
06-05-09,RAIPUR,Rice,NA
06-05-09,AHMEDABAD,Rice,NA
06-05-09,BHOPAL,Rice,NA
06-05-09,MUMBAI,Rice,NA
06-05-09,JAIPUR,Rice,1500
06-05-09,PATNA,Rice,NA
06-05-09,RANCHI,Rice,NA
06-05-09,BHUBANESHWAR,Rice,1400
06-05-09,KOLKATA,Rice,NA
06-05-09,GUWAHATI,Rice,NA
06-05-09,SHILLONG,Rice,NA
06-05-09,AIZWAL,Rice,NA
06-05-09,KOHIMA,Rice,NA
06-05-09,AGARTALA,Rice,NA
06-05-09,BENGALURU,Rice,NA
06-05-09,T.PURAM,Rice,NA
06-05-09,CHENNAI,Rice,NA
06-05-09,HYDERABAD,Rice,NA
08-05-09,CHANDIGARH,Rice,NA
08-05-09,DELHI,Rice,1550
08-05-09,SHIMLA,Rice,NA
08-05-09,SRINAGAR,Rice,NA
08-05-09,JAMMU,Rice,1900
08-05-09,AMRITSAR,Rice,1580
08-05-09,LUDHIANA,Rice,1400
08-05-09,LUCKNOW,Rice,NA
08-05-09,DEHRADUN,Rice,NA
08-05-09,RAIPUR,Rice,NA
08-05-09,AHMEDABAD,Rice,NA
08-05-09,BHOPAL,Rice,NA
08-05-09,MUMBAI,Rice,NA
08-05-09,JAIPUR,Rice,NA
08-05-09,PATNA,Rice,NA
08-05-09,RANCHI,Rice,NA
08-05-09,BHUBANESHWAR,Rice,NA
08-05-09,KOLKATA,Rice,NA
08-05-09,GUWAHATI,Rice,NA
08-05-09,SHILLONG,Rice,NA
08-05-09,AIZWAL,Rice,NA
08-05-09,KOHIMA,Rice,NA
08-05-09,AGARTALA,Rice,NA
08-05-09,BENGALURU,Rice,NA
08-05-09,T.PURAM,Rice,NA
08-05-09,CHENNAI,Rice,NA
08-05-09,HYDERABAD,Rice,NA
11-05-09,CHANDIGARH,Rice,NA
11-05-09,DELHI,Rice,NA
11-05-09,SHIMLA,Rice,NA
11-05-09,SRINAGAR,Rice,NA
11-05-09,JAMMU,Rice,NA
11-05-09,AMRITSAR,Rice,NA
11-05-09,LUDHIANA,Rice,NA
11-05-09,LUCKNOW,Rice,NA
11-05-09,DEHRADUN,Rice,NA
11-05-09,RAIPUR,Rice,NA
11-05-09,AHMEDABAD,Rice,NA
11-05-09,BHOPAL,Rice,NA
11-05-09,MUMBAI,Rice,NA
11-05-09,JAIPUR,Rice,NA
11-05-09,PATNA,Rice,NA
11-05-09,RANCHI,Rice,NA
11-05-09,BHUBANESHWAR,Rice,NA
11-05-09,KOLKATA,Rice,NA
11-05-09,GUWAHATI,Rice,NA
11-05-09,SHILLONG,Rice,NA
11-05-09,AIZWAL,Rice,NA
11-05-09,KOHIMA,Rice,NA
11-05-09,AGARTALA,Rice,NA
11-05-09,BENGALURU,Rice,NA
11-05-09,T.PURAM,Rice,NA
11-05-09,CHENNAI,Rice,NA
11-05-09,HYDERABAD,Rice,NA
12-05-09,CHANDIGARH,Rice,NA
12-05-09,DELHI,Rice,1550
12-05-09,SHIMLA,Rice,NA
12-05-09,SRINAGAR,Rice,NA
12-05-09,JAMMU,Rice,NA
12-05-09,AMRITSAR,Rice,NA
12-05-09,LUDHIANA,Rice,NA
12-05-09,LUCKNOW,Rice,NA
12-05-09,DEHRADUN,Rice,NA
12-05-09,RAIPUR,Rice,NA
12-05-09,AHMEDABAD,Rice,NA
12-05-09,BHOPAL,Rice,NA
12-05-09,MUMBAI,Rice,NA
12-05-09,JAIPUR,Rice,NA
12-05-09,PATNA,Rice,1100
12-05-09,RANCHI,Rice,NA
12-05-09,BHUBANESHWAR,Rice,NA
12-05-09,KOLKATA,Rice,NA
12-05-09,GUWAHATI,Rice,NA
12-05-09,SHILLONG,Rice,NA
12-05-09,AIZWAL,Rice,NA
12-05-09,KOHIMA,Rice,NA
12-05-09,AGARTALA,Rice,NA
12-05-09,BENGALURU,Rice,NA
12-05-09,T.PURAM,Rice,NA
12-05-09,CHENNAI,Rice,NA
12-05-09,HYDERABAD,Rice,NA
13-05-09,CHANDIGARH,Rice,NA
13-05-09,DELHI,Rice,1550
13-05-09,SHIMLA,Rice,NA
13-05-09,SRINAGAR,Rice,NA
13-05-09,JAMMU,Rice,NA
13-05-09,AMRITSAR,Rice,NA
13-05-09,LUDHIANA,Rice,NA
13-05-09,LUCKNOW,Rice,1500
13-05-09,DEHRADUN,Rice,NA
13-05-09,RAIPUR,Rice,NA
13-05-09,AHMEDABAD,Rice,1550
13-05-09,BHOPAL,Rice,1450
13-05-09,MUMBAI,Rice,1600
13-05-09,JAIPUR,Rice,1500
13-05-09,PATNA,Rice,NA
13-05-09,RANCHI,Rice,NA
13-05-09,BHUBANESHWAR,Rice,NA
13-05-09,KOLKATA,Rice,NA
13-05-09,GUWAHATI,Rice,NA
13-05-09,SHILLONG,Rice,NA
13-05-09,AIZWAL,Rice,NA
13-05-09,KOHIMA,Rice,NA
13-05-09,AGARTALA,Rice,NA
13-05-09,BENGALURU,Rice,1600
13-05-09,T.PURAM,Rice,1720
13-05-09,CHENNAI,Rice,NA
13-05-09,HYDERABAD,Rice,NA
14-05-09,CHANDIGARH,Rice,NA
14-05-09,DELHI,Rice,1550
14-05-09,SHIMLA,Rice,NA
14-05-09,SRINAGAR,Rice,NA
14-05-09,JAMMU,Rice,NA
14-05-09,AMRITSAR,Rice,NA
14-05-09,LUDHIANA,Rice,NA
14-05-09,LUCKNOW,Rice,1500
14-05-09,DEHRADUN,Rice,NA
14-05-09,RAIPUR,Rice,NA
14-05-09,AHMEDABAD,Rice,NA
14-05-09,BHOPAL,Rice,1350
14-05-09,MUMBAI,Rice,NA
14-05-09,JAIPUR,Rice,NA
14-05-09,PATNA,Rice,NA
14-05-09,RANCHI,Rice,NA
14-05-09,BHUBANESHWAR,Rice,1400
14-05-09,KOLKATA,Rice,NA
14-05-09,GUWAHATI,Rice,NA
14-05-09,SHILLONG,Rice,NA
14-05-09,AIZWAL,Rice,NA
14-05-09,KOHIMA,Rice,NA
14-05-09,AGARTALA,Rice,1325
14-05-09,BENGALURU,Rice,NA
14-05-09,T.PURAM,Rice,NA
14-05-09,CHENNAI,Rice,1700
14-05-09,HYDERABAD,Rice,NA
15-05-09,CHANDIGARH,Rice,NA
15-05-09,DELHI,Rice,1550
15-05-09,SHIMLA,Rice,NA
15-05-09,SRINAGAR,Rice,NA
15-05-09,JAMMU,Rice,1900
15-05-09,AMRITSAR,Rice,NA
15-05-09,LUDHIANA,Rice,NA
15-05-09,LUCKNOW,Rice,1500
15-05-09,DEHRADUN,Rice,NA
15-05-09,RAIPUR,Rice,NA
15-05-09,AHMEDABAD,Rice,NA
15-05-09,BHOPAL,Rice,1350
15-05-09,MUMBAI,Rice,NA
15-05-09,JAIPUR,Rice,NA
15-05-09,PATNA,Rice,NA
15-05-09,RANCHI,Rice,NA
15-05-09,BHUBANESHWAR,Rice,1400
15-05-09,KOLKATA,Rice,NA
15-05-09,GUWAHATI,Rice,NA
15-05-09,SHILLONG,Rice,NA
15-05-09,AIZWAL,Rice,NA
15-05-09,KOHIMA,Rice,NA
15-05-09,AGARTALA,Rice,NA
15-05-09,BENGALURU,Rice,NA
15-05-09,T.PURAM,Rice,NA
15-05-09,CHENNAI,Rice,1700
15-05-09,HYDERABAD,Rice,NA
18-05-09,CHANDIGARH,Rice,NA
18-05-09,DELHI,Rice,NA
18-05-09,SHIMLA,Rice,NA
18-05-09,SRINAGAR,Rice,NA
18-05-09,JAMMU,Rice,NA
18-05-09,AMRITSAR,Rice,NA
18-05-09,LUDHIANA,Rice,NA
18-05-09,LUCKNOW,Rice,1500
18-05-09,DEHRADUN,Rice,NA
18-05-09,RAIPUR,Rice,NA
18-05-09,AHMEDABAD,Rice,NA
18-05-09,BHOPAL,Rice,NA
18-05-09,MUMBAI,Rice,NA
18-05-09,JAIPUR,Rice,NA
18-05-09,PATNA,Rice,NA
18-05-09,RANCHI,Rice,NA
18-05-09,BHUBANESHWAR,Rice,1400
18-05-09,KOLKATA,Rice,NA
18-05-09,GUWAHATI,Rice,NA
18-05-09,SHILLONG,Rice,NA
18-05-09,AIZWAL,Rice,NA
18-05-09,KOHIMA,Rice,NA
18-05-09,AGARTALA,Rice,NA
18-05-09,BENGALURU,Rice,NA
18-05-09,T.PURAM,Rice,NA
18-05-09,CHENNAI,Rice,1700
18-05-09,HYDERABAD,Rice,NA
19-05-09,CHANDIGARH,Rice,NA
19-05-09,DELHI,Rice,1550
19-05-09,SHIMLA,Rice,NA
19-05-09,SRINAGAR,Rice,NA
19-05-09,JAMMU,Rice,NA
19-05-09,AMRITSAR,Rice,NA
19-05-09,LUDHIANA,Rice,NA
19-05-09,LUCKNOW,Rice,1500
19-05-09,DEHRADUN,Rice,NA
19-05-09,RAIPUR,Rice,NA
19-05-09,AHMEDABAD,Rice,NA
19-05-09,BHOPAL,Rice,NA
19-05-09,MUMBAI,Rice,NA
19-05-09,JAIPUR,Rice,NA
19-05-09,PATNA,Rice,NA
19-05-09,RANCHI,Rice,NA
19-05-09,BHUBANESHWAR,Rice,1400
19-05-09,KOLKATA,Rice,NA
19-05-09,GUWAHATI,Rice,NA
19-05-09,SHILLONG,Rice,NA
19-05-09,AIZWAL,Rice,NA
19-05-09,KOHIMA,Rice,NA
19-05-09,AGARTALA,Rice,1325
19-05-09,BENGALURU,Rice,1550
19-05-09,T.PURAM,Rice,NA
19-05-09,CHENNAI,Rice,1700
19-05-09,HYDERABAD,Rice,NA
20-05-09,CHANDIGARH,Rice,NA
20-05-09,DELHI,Rice,1550
20-05-09,SHIMLA,Rice,NA
20-05-09,SRINAGAR,Rice,NA
20-05-09,JAMMU,Rice,NA
20-05-09,AMRITSAR,Rice,NA
20-05-09,LUDHIANA,Rice,NA
20-05-09,LUCKNOW,Rice,1500
20-05-09,DEHRADUN,Rice,1300
20-05-09,RAIPUR,Rice,NA
20-05-09,AHMEDABAD,Rice,NA
20-05-09,BHOPAL,Rice,NA
20-05-09,MUMBAI,Rice,1600
20-05-09,JAIPUR,Rice,NA
20-05-09,PATNA,Rice,NA
20-05-09,RANCHI,Rice,NA
20-05-09,BHUBANESHWAR,Rice,1400
20-05-09,KOLKATA,Rice,NA
20-05-09,GUWAHATI,Rice,NA
20-05-09,SHILLONG,Rice,NA
20-05-09,AIZWAL,Rice,NA
20-05-09,KOHIMA,Rice,NA
20-05-09,AGARTALA,Rice,NA
20-05-09,BENGALURU,Rice,1550
20-05-09,T.PURAM,Rice,1720
20-05-09,CHENNAI,Rice,1700
20-05-09,HYDERABAD,Rice,NA
21-05-09,CHANDIGARH,Rice,NA
21-05-09,DELHI,Rice,1550
21-05-09,SHIMLA,Rice,NA
21-05-09,SRINAGAR,Rice,NA
21-05-09,JAMMU,Rice,NA
21-05-09,AMRITSAR,Rice,NA
21-05-09,LUDHIANA,Rice,NA
21-05-09,LUCKNOW,Rice,1500
21-05-09,DEHRADUN,Rice,NA
21-05-09,RAIPUR,Rice,NA
21-05-09,AHMEDABAD,Rice,NA
21-05-09,BHOPAL,Rice,1350
21-05-09,MUMBAI,Rice,NA
21-05-09,JAIPUR,Rice,1500
21-05-09,PATNA,Rice,NA
21-05-09,RANCHI,Rice,NA
21-05-09,BHUBANESHWAR,Rice,NA
21-05-09,KOLKATA,Rice,NA
21-05-09,GUWAHATI,Rice,NA
21-05-09,SHILLONG,Rice,NA
21-05-09,AIZWAL,Rice,NA
21-05-09,KOHIMA,Rice,NA
21-05-09,AGARTALA,Rice,1325
21-05-09,BENGALURU,Rice,1550
21-05-09,T.PURAM,Rice,NA
21-05-09,CHENNAI,Rice,1700
21-05-09,HYDERABAD,Rice,NA
22-05-09,CHANDIGARH,Rice,NA
22-05-09,DELHI,Rice,1550
22-05-09,SHIMLA,Rice,NA
22-05-09,SRINAGAR,Rice,NA
22-05-09,JAMMU,Rice,NA
22-05-09,AMRITSAR,Rice,NA
22-05-09,LUDHIANA,Rice,NA
22-05-09,LUCKNOW,Rice,1500
22-05-09,DEHRADUN,Rice,NA
22-05-09,RAIPUR,Rice,NA
22-05-09,AHMEDABAD,Rice,NA
22-05-09,BHOPAL,Rice,1350
22-05-09,MUMBAI,Rice,NA
22-05-09,JAIPUR,Rice,1500
22-05-09,PATNA,Rice,NA
22-05-09,RANCHI,Rice,NA
22-05-09,BHUBANESHWAR,Rice,1400
22-05-09,KOLKATA,Rice,NA
22-05-09,GUWAHATI,Rice,NA
22-05-09,SHILLONG,Rice,NA
22-05-09,AIZWAL,Rice,NA
22-05-09,KOHIMA,Rice,NA
22-05-09,AGARTALA,Rice,NA
22-05-09,BENGALURU,Rice,NA
22-05-09,T.PURAM,Rice,NA
22-05-09,CHENNAI,Rice,NA
22-05-09,HYDERABAD,Rice,NA
25-05-09,CHANDIGARH,Rice,NA
25-05-09,DELHI,Rice,NA
25-05-09,SHIMLA,Rice,NA
25-05-09,SRINAGAR,Rice,NA
25-05-09,JAMMU,Rice,NA
25-05-09,AMRITSAR,Rice,NA
25-05-09,LUDHIANA,Rice,NA
25-05-09,LUCKNOW,Rice,1500
25-05-09,DEHRADUN,Rice,NA
25-05-09,RAIPUR,Rice,NA
25-05-09,AHMEDABAD,Rice,NA
25-05-09,BHOPAL,Rice,NA
25-05-09,MUMBAI,Rice,NA
25-05-09,JAIPUR,Rice,1500
25-05-09,PATNA,Rice,NA
25-05-09,RANCHI,Rice,NA
25-05-09,BHUBANESHWAR,Rice,1400
25-05-09,KOLKATA,Rice,NA
25-05-09,GUWAHATI,Rice,NA
25-05-09,SHILLONG,Rice,NA
25-05-09,AIZWAL,Rice,NA
25-05-09,KOHIMA,Rice,NA
25-05-09,AGARTALA,Rice,NA
25-05-09,BENGALURU,Rice,NA
25-05-09,T.PURAM,Rice,NA
25-05-09,CHENNAI,Rice,NA
25-05-09,HYDERABAD,Rice,NA
26-05-09,CHANDIGARH,Rice,NA
26-05-09,DELHI,Rice,1550
26-05-09,SHIMLA,Rice,NA
26-05-09,SRINAGAR,Rice,NA
26-05-09,JAMMU,Rice,NA
26-05-09,AMRITSAR,Rice,NA
26-05-09,LUDHIANA,Rice,NA
26-05-09,LUCKNOW,Rice,NA
26-05-09,DEHRADUN,Rice,NA
26-05-09,RAIPUR,Rice,NA
26-05-09,AHMEDABAD,Rice,NA
26-05-09,BHOPAL,Rice,NA
26-05-09,MUMBAI,Rice,NA
26-05-09,JAIPUR,Rice,1500
26-05-09,PATNA,Rice,NA
26-05-09,RANCHI,Rice,NA
26-05-09,BHUBANESHWAR,Rice,1400
26-05-09,KOLKATA,Rice,NA
26-05-09,GUWAHATI,Rice,NA
26-05-09,SHILLONG,Rice,NA
26-05-09,AIZWAL,Rice,NA
26-05-09,KOHIMA,Rice,NA
26-05-09,AGARTALA,Rice,NA
26-05-09,BENGALURU,Rice,1550
26-05-09,T.PURAM,Rice,NA
26-05-09,CHENNAI,Rice,NA
26-05-09,HYDERABAD,Rice,NA
27-05-09,CHANDIGARH,Rice,NA
27-05-09,DELHI,Rice,NA
27-05-09,SHIMLA,Rice,NA
27-05-09,SRINAGAR,Rice,NA
27-05-09,JAMMU,Rice,NA
27-05-09,AMRITSAR,Rice,NA
27-05-09,LUDHIANA,Rice,NA
27-05-09,LUCKNOW,Rice,1500
27-05-09,DEHRADUN,Rice,1300
27-05-09,RAIPUR,Rice,NA
27-05-09,AHMEDABAD,Rice,NA
27-05-09,BHOPAL,Rice,NA
27-05-09,MUMBAI,Rice,NA
27-05-09,JAIPUR,Rice,NA
27-05-09,PATNA,Rice,NA
27-05-09,RANCHI,Rice,NA
27-05-09,BHUBANESHWAR,Rice,1400
27-05-09,KOLKATA,Rice,NA
27-05-09,GUWAHATI,Rice,NA
27-05-09,SHILLONG,Rice,NA
27-05-09,AIZWAL,Rice,NA
27-05-09,KOHIMA,Rice,NA
27-05-09,AGARTALA,Rice,1325
27-05-09,BENGALURU,Rice,1550
27-05-09,T.PURAM,Rice,NA
27-05-09,CHENNAI,Rice,1800
27-05-09,HYDERABAD,Rice,NA
28-05-09,CHANDIGARH,Rice,NA
28-05-09,DELHI,Rice,1550
28-05-09,SHIMLA,Rice,NA
28-05-09,SRINAGAR,Rice,NA
28-05-09,JAMMU,Rice,NA
